41,40367
54,45084
42,52483
40,40941
46,50289
36,50786
32,33155
39,30914
51,68667
30,50082
48,41524
47,54777
46,62749
42,50894
61,38429
43,34074
27,50398
38,46373
47,51137
35,23688
57,17378
33,45919
33,23001
27,34292
58,55190
64,26169
58,57322
44,61704
34,53619
45,47421
44,40353
39,28125
55,42630
27,56645
63,41946
41,50312
64,47872
41,29538
61,39881
59,48518
26,16168
41,68522
47,50750
58,49614
33,56169
30,40661
51,53730
45,34613
38,35249
56,52218
55,47702
42,62512
58,48655
57,55133
32,39309
55,41036
62,60594
43,46373
35,53303
31,42281
46,48268
49,36223
54,36552
63,36222
58,53333
53,40244
61,53713
44,42823
51,44030
44,25604
38,31953
57,46137
44,50089
27,53213
41,27897
43,26997
46,29374
55,44003
53,58625
43,52935
46,60637
46,27092
43,49741
51,31416
40,46882
34,33246
58,32567
29,49798
28,38119
30,27446
28,54937
25,34653
37,63495
62,38385
45,40789
48,62287
30,47982
44,47860
62,49231
48,42252
46,68275
48,48433
61,42379
63,44965
56,40122
63,48512
48,47466
47,30382
38,46733
64,40960
46,39085
59,49691
39,53649
38,37010
58,46788
59,61700
48,58460
31,19155
54,56868
46,46954
43,64376
38,35911
28,48836
62,62174
62,46385
32,52215
45,36702
31,36979
37,58357
44,59426
59,48994
37,61390
35,49629
65,33676
40,45797
59,45130
56,43573
56,57028
53,68679
45,51435
60,48559
53,38692
37,46382
40,48550
56,59945
28,51127
42,26301
60,50057
58,31472
48,42926
37,60150
51,38416
54,43810
63,71551
36,25564
32,28551
48,45591
51,47559
59,53835
29,55545
27,57903
49,63544
54,39273
63,38841
47,48520
55,54849
45,50114
43,36894
25,42719
56,47347
54,35471
40,60636
28,48996
44,39808
47,45383
25,43413
65,50311
38,45187
54,60128
64,55066
38,41409
51,48899
28,32130
50,59841
47,40709
41,25012
28,40712
44,36038
56,47102
30,63365
64,22134
34,40684
52,51919
54,40526
52,48386
32,46196
51,44816
45,63285
58,19643
37,37872
56,47949
35,32404
36,70577
58,44891
40,42737
55,53217
39,53433
40,16459
27,40469
26,53774
38,34836
34,41093
47,47306
44,36304
40,32430
33,28020
41,35209
42,58206
43,41762
55,44410
51,38805
30,34105
45,59978
47,40115
61,42710
33,65152
39,57208
53,49686
57,54993
61,65721
53,26033
27,65178
26,51428
40,57497
56,42534
42,55519
29,31924
54,48411
32,51888
33,51848
49,23579
35,61320
49,40468
34,52297
61,32631
40,-654
52,38721
35,40200
45,66643
44,47535
44,37370
56,51077
56,58303
64,39930
41,61051
54,37022
56,59154
46,39067
54,51490
38,53849
28,44893
44,39326
28,59432
61,50101
44,41998
62,56361
50,41538
31,56304
59,45585
26,64317
47,43823
60,40457
53,33804
63,51462
55,48523
63,43072
43,46076
31,56275
61,42897
65,41464
34,47169
38,36525
62,34516
31,49337
60,44809
58,59434
30,37518
46,32425
41,45878
28,49646
38,51251
40,46114
44,54472
54,42648
60,37641
30,46098
26,42558
39,47005
41,51131
57,59207
36,64976
56,51483
34,45927
32,67322
57,37703
62,64697
61,44898
37,34153
36,57350
50,46617
46,34390
34,34927
63,59254
44,49785
44,55387
26,54192
50,56941
65,22225
39,33083
37,59340
48,38920
40,25830
25,56736
28,30162
38,56717
44,38410
54,44959
47,28613
42,36723
62,29099
50,44166
61,41837
29,57912
63,55613
51,60860
28,67086
45,42938
44,45514
36,40552
29,33230
49,59647
44,68651
37,48323
42,42899
30,49882
47,71176
36,36397
33,53269
55,37407
39,42427
61,31618
51,31580
35,11926
49,35509
43,58988
37,32973
34,27915
51,55640
48,36317
27,53163
62,28695
33,23952
33,31781
50,43563
32,31671
49,42065
59,27436
52,46311
43,45458
44,47435
44,46572
25,46955
36,41171
36,51153
60,56650
61,44592
43,38154
47,58870
63,52706
54,45465
48,41742
36,34889
61,50266
30,51144
45,70565
57,34817
61,50642
56,11535
42,65963
37,53465
48,33766
38,47770
54,34871
54,45362
36,52638
36,20029
34,42854
62,49958
50,26085
38,43929
42,39999
43,51904
35,26635
42,53418
65,54304
39,62155
65,6733
47,26653
27,54812
43,42320
56,62832
62,60311
60,38837
53,42258
35,55379
29,54090
51,56877
42,40294
31,36154
59,43318
46,47998
42,34580
56,50977
28,58021
33,34316
59,38877
40,43548
56,42285
52,52834
36,47566
51,44138
55,49735
48,39159
54,54271
58,42891
61,45376
64,51749
31,30898
28,45472
59,54936
27,43601
64,38107
25,51221
49,50653
60,59483
30,41928
41,52087
47,42597
46,41864
43,41867
56,51520
64,56658
26,41854
30,43934
38,41575
42,32310
42,61088
30,43811
50,64300
36,33546
64,55192
40,41087
62,39947
41,48400
41,39335
53,58013
38,60514
45,46662
28,49682
65,52691
58,27137
59,53759
41,64692
39,66612
38,51273
62,48206
37,37940
30,64033
39,52353
29,53607
57,55947
41,56665
29,51383
48,57622
58,42291
30,30199
57,54733
27,40026
49,49247
60,52773
52,48091
35,48737
32,29352
33,31758
29,55608
44,51679
44,42288
58,55464
38,57047
59,30366
50,51169
39,46001
33,34911
51,47034
55,54490
29,52473
54,38422
29,29802
44,60139
36,29667
55,47175
65,35905
59,43834
41,58810
42,41293
40,41839
44,30793
38,54458
49,49072
57,54934
35,41343
38,53541
26,48037
41,41605
60,45227
34,42464
62,63050
63,42432
61,59681
45,49479
38,62406
63,44482
38,26356
39,40111
56,28423
27,46029
51,43165
33,35044
28,43578
54,44490
54,53673
30,40663
29,48660
27,48563
32,61141
43,53874
37,51319
53,60439
34,71444
52,35988
26,42681
48,47954
30,53567
41,47544
52,37783
54,42445
51,26948
57,39201
59,41835
64,29372
28,46954
63,60188
28,49720
61,47136
59,34991
44,41485
41,44699
47,61749
58,49861
31,51080
28,58489
39,39856
36,40933
50,40577
38,38757
59,45007
49,44953
39,50794
31,42573
31,45431
35,26015
34,34455
63,47515
51,54691
63,43529
60,28389
60,54539
48,43487
46,64963
32,40353
49,45418
60,20841
62,37290
29,31931
57,36561
40,34635
55,38802
44,55015
37,52912
56,45366
33,65415
36,43192
53,64756
57,23256
30,38423
34,65255
42,27766
57,37490
49,33521
43,59030
27,44095
33,17621
50,56806
61,36315
49,40709
27,32661
34,55377
47,54937
56,51930
33,47158
43,27012
35,62429
48,33033
51,67959
56,44904
25,55047
31,53915
57,25278
52,13117
60,55998
39,56619
45,24670
60,40443
33,18417
26,46760
27,57092
36,48604
31,57326
29,32876
41,64982
58,41537
61,64590
25,46542
44,47283
41,50469
33,25063
33,56704
34,28171
34,51531
42,38854
31,28405
30,38758
26,39756
49,48151
60,46927
29,67747
37,42772
53,33410
31,44721
58,53322
61,45173
36,48435
62,68444
48,58958
34,49033
37,40801
58,50925
61,35923
39,31183
37,43244
33,26083
59,58296
27,47042
58,54592
62,54695
56,58579
29,26525
59,41503
64,60542
35,40298
26,31986
44,54249
35,49598
58,47039
55,25885
56,42937
32,32771
64,24096
50,65680
62,46347
55,50728
61,34677
41,54310
56,36533
27,47447
63,46860
57,32742
27,52934
64,33924
37,41361
26,44766
49,59412
50,70098
32,52021
41,43035
44,52407
47,61120
57,17477
43,39126
53,36091
44,56030
60,44660
60,32494
54,30154
65,37573
58,66328
51,46914
26,48537
44,34378
46,56861
46,36251
55,35881
35,40959
58,46841
58,51566
38,42284
43,62323
46,62920
46,44701
53,57143
39,58209
32,25184
47,40010
37,35115
54,66886
54,63370
33,60415
44,52600
33,41330
28,55292
61,47977
40,45806
52,50079
32,48691
44,18824
28,37253
61,38909
32,29377
54,22799
37,37639
32,55946
47,38827
27,39059
25,38309
44,32340
54,55303
55,61070
33,34942
49,44921
36,48636
56,53506
56,51181
35,49869
61,47194
30,22656
46,43371
64,44016
34,29313
44,39696
52,39992
45,43782
47,28467
48,32165
58,30819
36,44180
47,60421
36,37897
55,49938
31,46913
34,55225
56,38370
33,59807
52,41553
50,20388
30,33038
38,34887
60,39288
33,47754
48,35498
62,35030
41,32022
30,35147
59,33341
60,40919
40,68370
59,44322
38,41593
40,37394
29,43899
27,46188
64,48506
49,42049
49,73003
54,24569
29,46306
55,27714
29,44342
53,33568
25,53258
28,35340
32,53618
30,56898
30,37435
32,55068
27,36272
59,31201
54,50688
53,42512
38,34032
34,72761
34,45351
53,30516
36,61695
42,37302
26,29672
45,42411
62,51963
61,50246
59,44597
48,56286
29,45696
43,62340
49,46041
65,49903
33,51486
45,42944
44,58928
62,45036
55,21179
62,23842
62,56631
33,28851
37,41037
64,42812
57,43022
43,54184
45,51265
56,54648
31,49693
41,53618
63,60039
51,40647
55,43747
55,29834
34,60668
28,46849
61,41663
29,33106
50,54366
45,42806
63,40631
27,43036
56,36089
51,49630
40,37641
58,53090
37,60900
27,56753
40,53889
34,36969
39,29887
30,61874
64,54535
48,48271
30,41745
41,51876
57,44902
30,38145
59,50634
59,44524
49,42103
28,35674
48,41036
40,57797
44,42483
59,32401
32,57292
39,44952
48,34758
26,43909
47,51939
59,23297
52,54942
57,53989
28,29899
45,34819
56,54364
54,59417
46,46558
62,61800
29,53218
32,62316
63,57323
43,52591
45,58201
42,71020
35,25468
48,48063
34,41061
38,56176
64,64578
60,44612
36,40858
46,34372
30,76797
57,52688
39,44034
45,49020
48,49415
49,45144
29,50381
42,46552
57,38930
53,54258
31,45795
50,74058
60,43751
64,45470
37,29893
25,38943
62,38130
42,33564
61,35369
52,44141
28,41499
61,48818
36,50367
64,55768
63,41066
28,32576
38,17634
48,40956
26,43134
25,48640
34,38668
31,35769
58,37390
26,62829
60,41589
32,52609
33,53759
31,70340
51,40322
40,45254
48,70473
60,41613
45,32292
34,43159
41,42034
55,45975
57,72245
58,32157
34,55417
42,46840
54,27955
32,59654
62,45268
40,56463
35,56033
62,54903
60,62588
64,48532
45,51746
63,55645
27,32235
39,63087
64,56341
53,47805
35,57044
55,43573
62,29060
46,21376
55,61459
34,41694
45,51579
57,49005
45,53578
40,32086
37,37503
65,49281
52,42539
52,46952
51,48797
36,31666
51,53092
37,48650
63,38553
38,45329
64,67187
62,55827
37,53258
28,51142
37,54847
50,56307
61,41224
39,38873
45,46304
36,49689
33,16011
38,65653
36,26406
26,44931
53,52199
54,51477
36,41288
61,44053
48,43721
36,51406
62,51743
59,34273
48,43425
39,48264
41,36271
55,53962
26,47905
38,39390
58,48889
52,53959
39,64615
50,36821
40,45667
59,38260
42,49906
49,58842
45,58010
34,42861
31,50220
42,8613
59,29943
58,41653
56,64565
32,51041
59,48689
63,35931
65,78511
26,52713
30,36528
58,47536
52,46806
42,37339
52,57433
64,30578
26,48973
32,56606
34,22373
52,36149
48,34336
42,53857
60,39800
30,61293
52,39107
40,58161
48,53327
44,36663
